Name,Diversity,Acceptance
Spartan College of Aeronautics & Technology - Los Angeles,C-,1.0
Career Quest Learning Center - Lansing,C-,0.6
Blue Cliff College - Houma,C-,1.0
Vatterott College - Saint Joseph,C-,1.0
Unitech Training Academy - West Monroe,C-,1.0
Brightwood College - Towson,C-,1.0
Martin Community College,C-,1.0
Fortis College - Indianapolis,C-,1.0
Blue Cliff College - Shreveport,C-,1.0
Brightwood College - Brownsville,C-,1.0
CET - Santa Maria,C-,1.0
Bella Capelli Academy,C-,1.0
Saint Francis Medical Center College of Nursing - Illinois,C-,0.6
Carver Career Center,C-,1.0
Tennessee Technology Center at Harriman,C-,1.0
Central Pennsylvania Institute of Science & Technology,C-,1.0
Northeast Alabama Community College,C-,1.0
Triangle Tech - Greensburg,C-,1.0
The Fila Academy,C-,1.0
Chief Dull Knife College,C-,1.0
University of Phoenix - Columbia,C-,1.0
Cleveland Institute of Dental-Medical Assistants - Mentor,C-,1.0
College for Technical Education,C-,1.0
Tom P Haney Technical Center,C-,1.0
Milan Institute of Cosmetology - San Antonio Military,C-,1.0
Hazard Community & Technical College,C-,1.0
Oregon Coast Community College,C-,1.0
Bon Secours Memorial College of Nursing,C-,0.57
The Ohio Academy - Cleveland,C-,1.0
National Career Institute,C-,1.0
Capri College - Cedar Rapids,C-,1.0
Summit College,C-,1.0
Fortis College - Houston South,C-,1.0
Florida Barber Academy,C-,1.0
Austin Kade Academy,C-,1.0
Virginia College - Columbia,C-,1.0
Empire Beauty School - Maine,C-,1.0
Ross Medical Education Center - Portage,C-,1.0
The Ohio Academy - Columbus,C-,1.0
Bradford-Union Area Career Technical Center,C-,1.0
Butler Tech-D. Russel Lee Career Center,C-,0.82
P B Cosmetology Education Center,C-,1.0
Lansdale School of Business,C-,1.0
Inner State Beauty School,C-,1.0
Moler Barber College - Oakland,C-,1.0
Empire Beauty School - Speedway,C-,1.0
Ross Medical Education Center - Lansing,C-,1.0
American Medical Academy,C-,1.0
Medical Institute of Palm Beach,C-,1.0
CET - Watsonville,C-,1.0
Career College of California,C-,1.0
Remington College - Columbia,C-,0.87
Houston Training School - Jacinto City,C-,1.0
Paul Mitchell the School - Tampa,C-,1.0
Veeb Nassau County School of Practical Nursing,C-,1.0
Blackfeet Community College,C-,1.0
New York School for Medical & Dental Assistants,C-,1.0
Empire Beauty School - Gwinnett,C-,1.0
Merkaz Bnos Business School,C-,0.93
Riverside School of Health Careers,C-,1.0
Nightingale College,C-,0.6
New York Career Institute,C-,1.0
Cosmetology & Spa Institute,C-,1.0
Fortis Institute - Woodlawn,C-,1.0
Tri-State Cosmetology Institute,C-,1.0
Technical Learning Centers,C-,1.0
Eric Fisher Academy,C-,1.0
Beauty Schools of America - Miami Beach,C-,1.0
CET - Oxnard,C-,1.0
Erie 1 BOCES,C-,1.0
Downey Adult School,C-,1.0
Yeshiva of Nitra Rabbinical College,C-,1.0
Machzikei Hadath Rabbinical College,C-,1.0
Marian Court College,C-,1.0
Fortis College - Montgomery East,C-,1.0
Simmons College - Kentucky,C-,1.0
Bellin College,C-,0.69
Blue Cliff College - Lafayette,C-,1.0
Ross Medical Education Center - Saginaw,C-,1.0
Mildred Elley School - Albany,C-,1.0
Beauty Schools of America - Homestead,C-,1.0
Tennessee Technology Center at Hohenwald,C-,1.0
Institute of Technology Inc,C-,1.0
Virginia College - Macon,C-,1.0
Benes International School of Beauty,C-,1.0
Greater Altoona Career & Technology Center,D+,1.0
Paul Mitchell the School - Huntsville,D+,1.0
Brensten Education,D+,0.85
North-West College - Riverside,D+,1.0
Beauty Schools of America - Miami,D+,1.0
Adult & Community Education - Hudson,D+,0.83
Texas Barber Colleges & Hairstyling Schools,D+,1.0
Lincoln College of Technology - Marietta,D+,1.0
Cosmetology Training Center,D+,1.0
Brightwood College - Houston,D+,1.0
Ohio State College of Barber Styling,D+,1.0
Fortis College - Ravenna,D+,1.0
Dorsey Business School - Roseville Culinary Academy,D+,1.0
Apex Technical School,D+,1.0
Atlanta Beauty & Barber Academy,D+,1.0
Unitech Training Academy - Lafayette,D+,1.0
Eastern College of Health Vocations - Little Rock,D+,1.0
Triangle Tech - Sunbury,D+,1.0
Milan Institute - Palm Desert,D+,1.0
M-DCPS The English Center,D+,1.0
Long Island Beauty School - Hauppauge,D+,1.0
Midwest Institute,D+,1.0
Vatterott College - Cleveland,D+,1.0
Shorter College,D+,1.0
Triangle Tech - Dubois,D+,1.0
Bryant & Stratton College - Hampton,D+,1.0
Adult Center for Education,D+,1.0
Tennessee Technology Center at Morristown,D+,1.0
Dorsey Business School - Roseville,D+,1.0
Ross Medical Education Center - Davison,D+,1.0
Tennessee Technology Center at Hartsville,D+,1.0
Ross Medical Education Center - Ontario,D+,1.0
Tennessee Technology Center at Jacksboro,D+,1.0
Mr. Bernard's School of Hair Fashion,D+,1.0
University of Phoenix - Milwaukee,D+,1.0
University of Phoenix - Indianapolis,D+,1.0
Iverson Institute,D+,1.0
ATA Career Education,D+,1.0
Houston Training School - Sharpstown,D+,0.6
Hillyard Technical Center,D+,0.65
Bryant & Stratton College - Syracuse North,D+,1.0
NTMA Training Centers of Southern California,D+,1.0
Camelot College,D+,1.0
Coastline Beauty College,D+,1.0
Valley Grande Institute for Academic Studies,D+,1.0
Rabbinical Academy Mesivta Rabbi Chaim Berlin,D+,1.0
Lytles Redwood Empire Beauty College,D+,1.0
Vogue Beauty School,D+,1.0
Elmira Business Institute,D+,1.0
Rosemead Beauty School,D+,1.0
Vatterott College - Tulsa,D+,1.0
North-West College - West Covina,D+,1.0
University of Phoenix - Boston,D+,1.0
Bryant & Stratton College - Southtowns,D+,1.0
Buckeye Hills Career Center,D+,1.0
Eastern West Virginia Community & Technical College,D+,1.0
CET - Coachella,D+,1.0
Be'er Yaakov Talmudic Seminary,D+,1.0
Mountainland Applied Technology College,D+,1.0
Radford M Locklin Technical Center,D+,1.0
Paul Mitchell the School - Knoxville,D+,1.0
Kaplan University - Augusta,D+,1.0
American Professional Institute - Riverside,D+,1.0
House of Heavilin Beauty College - Blue Springs,D,1.0
Northwest College - Eugene,D,1.0
Arkansas College of Barbering & Hair Design,D,1.0
Empire Beauty School - Dunwoody,D,1.0
Metro Beauty Academy,D,1.0
Michigan Barber School,D,1.0
Ross Medical Education Center - New Baltimore,D,1.0
Ross Medical Education Center - Bowling Green,D,1.0
Spa Tech Institute - Portland,D,1.0
Mesivta Torah Vodaath Rabbinical Seminary,D,0.8
Robert Fiance Beauty School - West New York,D,1.0
Blue Cliff College - Metairie,D,1.0
The Barber School - Memphis,D,1.0
Tennessee Technology Center at McKenzie,D,1.0
Sebring Career School - Houston,D,1.0
Fayette County Career & Technical Institute - Practical Nursing Program,D,1.0
Virginia Sewing Machines & School Center,D,1.0
Career & Technology Education Centers of Licking County,D,1.0
Professional Institute of Beauty,D,1.0
Madison Adult Career Center,D,1.0
SABER College,D,0.77
North-West College - Pasadena,D,1.0
Paul Mitchell the School - Spokane,D,1.0
Seacoast Career School - Sanford,D,1.0
Praxis Institute,D,1.0
Houston Training School - Gulfgate,D,1.0
Palm Beach Academy of Health & Beauty,D,1.0
Magnolia College of Cosmetology,D,1.0
RGV Careers - An Institute for Higher Learning,D,1.0
Harris School of Business - Upper Darby,D,1.0
Yeshiva Karlin Stolin - Adult Education,D,1.0
Southern Careers Institute - Harlingen,D,1.0
CET - Soledad,D,1.0
American Institute - West Hartford,D,1.0
Empire Beauty School - NW Phoenix,D,1.0
Tennessee Technology Center at Crump,D,1.0
Pro Way Hair School,D,1.0
Kehilath Yakov Rabbinical Seminary,D,1.0
CET - Durham,D,1.0
Brightwood College - McAllen,D,1.0
South Texas Vocational Technical Institute - Weslaco,D-,1.0
Southern Careers Institute - Brownsville,D-,1.0
Beauty Schools of America - Hialeah,D-,1.0
Salter School - Fall River,D-,1.0
North-West College - Glendale,D-,1.0
Jay's Technical Institute,D-,1.0
Princeton Information Technology Center,D-,1.0
Brightwood College - Laredo,D-,1.0
CET - El Centro,D-,1.0
South Texas Vocational Technical Institute - McAllen,D-,1.0
Wards Corner Beauty Academy - Norfolk,D-,1.0
Pickaway Ross Joint Vocational School District,D-,1.0
Merrell University of Beauty Arts & Science,D-,1.0
Rabbinical College Bobover Yeshiva Bnei Zion,D-,1.0
Southern Careers Institute - Pharr,D-,1.0
Empire Beauty School - Philadelphia Center City,D-,1.0
South Texas Vocational Technical Institute - Brownsville,D-,1.0
South Texas Training Center,D-,1.0
Northeast Technical Institute,D-,1.0
Brightwood College - Friendswood,D-,1.0
Celebrity School of Beauty,D-,1.0
CET - El Paso,D-,1.0
Advance Beauty College,D-,1.0
La Belle Beauty Academy,D-,1.0
International Training Careers,D-,1.0
Abcott Institute,D-,1.0
Academy of Careers & Technology,D-,1.0
Fred W Eberle Technical Center,D-,1.0
Eternity Cosmetology School,D-,1.0
Paul Mitchell the School - Sacramento,D-,1.0
Washington Barber College,D-,1.0
CBT College - Flagler,D-,1.0
PCI Academy - Ames,D-,1.0
Aveda Fredric's Institute - Indianapolis,D-,1.0
Advanced Barber College & Hair Design,D-,1.0
Rabbinical College of Ohr Shimon Yisroel,D-,1.0
Florida Vocational Institute,D-,0.6
Apex School of Theology,D-,1.0
Professional Hands Institute,D-,1.0
Knox County Career Center,D-,1.0
CBT College - Hialeah,D-,1.0
Diamond Beauty College,D-,1.0
Yeshiva Gedolah Imrei Yosef D'spinka,D-,1.0
Talmudical Seminary of Bobov,D-,0.97
Beauty Academy of South Florida,D-,1.0
Yeshiva of Machzikai Hadas,D-,1.0
Larry's Barber College,D-,1.0
Mountain State College,D-,1.0
Paroba College of Cosmetology,D-,0.91
Futura Career Institute,D-,1.0
Asian American International Beauty College,D-,1.0
South Florida Institute of Technology,D-,1.0
Future-Tech Institute,D-,1.0
P&A Scholars Beauty School,D-,1.0
St. Joseph School of Nursing - Rhode Island,D-,1.0
Laredo Beauty College,D-,1.0
Florida Education Institute,D-,1.0
Nouvelle Institute,D-,1.0
Compu-Med Vocational Careers Corp,D-,1.0
Sh'or Yoshuv Rabbinical College,D-,0.3
